"long","lat","bio1","bio12"
-71.6041666663605,-16.2708333335645,9.21666622161865,189
-71.5208333330265,-16.2708333335645,9.49416637420654,199
-71.0624999996895,-16.2708333335645,3.9909999370575,411
-71.2291666663575,-16.2291666668975,3.25483298301697,412
-71.3124999996915,-16.2291666668975,7.0475001335144,306
-71.3124999996915,-16.1875000002305,7.03700017929077,315
-71.6458333330275,-16.1875000002305,10.9235000610352,163
-71.4374999996925,-16.1875000002305,5.3526668548584,323
-71.1874999996905,-16.1041666668965,5.27783298492432,382
-71.4374999996925,-16.1041666668965,5.92766714096069,322
-71.6041666663605,-16.1041666668965,8.60633373260498,247
-71.4791666663595,-16.0625000002295,5.53033399581909,333
-71.3958333330255,-15.9791666668955,4.16699981689453,393
-71.3541666663585,-15.8958333335615,4.10566711425781,416
-71.6458333330275,-15.8958333335615,5.57733297348022,377
-71.8541666663625,-15.8541666668945,1.80649995803833,500
-71.4791666663595,-15.8541666668945,3.7008330821991,442
-71.5208333330265,-15.7708333335605,1.50600004196167,565
-71.5624999996935,-15.7708333335605,2.03800010681152,541
-70.9791666663555,-15.7291666668935,3.10466694831848,648
-71.1041666663565,-15.7291666668935,2.66966700553894,620
-70.8124999996875,-15.6875000002265,5.45166683197021,722
-71.6041666663605,-15.6458333335595,7.9060001373291,437
-71.9374999996965,-15.6041666668925,10.9118299484253,341
-71.6874999996945,-15.6041666668925,4.84216594696045,514
-72.1041666663645,-15.6041666668925,14.7118301391602,235
-71.5624999996935,-15.6041666668925,4.14966678619385,549
